id,Name,Age group=0-15: % by age,Age group=16-24: % by age,Age group=25-34: % by age,Age group=35-49: % by age,Age group=50-64: % by age,Age group=65++: % by age,Ethnic group=White: % by ethnic group,Ethnic group=Asian; Asian British or Asian Welsh: % by ethnic group,Ethnic group=Black; Black British; Black Welsh; Caribbean or African: % by ethnic group,Ethnic group=Mixed or Multiple ethnic groups: % by ethnic group,Ethnic group=Other ethnic group: % by ethnic group,level=No qualifications: % by qualification level,level=level 1: % by qualification level,level=level 2: % by qualification level,level=level 3: % by qualification level,level=level 4: % by qualification level,level=other: % by qualification level,level=Does not apply: % by qualification level,status=active + employed: % by economic activity,status=active + unemployed: % by economic activity,status=student active + employed: % by economic activity,status=student active + unemployed: % by economic activity,status=student inactive: % by economic activity,status=not student inactive: % by economic activity,status=Does not apply: % by economic activity,% not deprived,% deprived in one dimension,% deprived in two dimensions,% deprived in three dimensions,% deprived in four dimensions,All: % 1-29 min exercise per week,All: % 30-149 min exercise per week,All: % 150+ min exercise per week,Female: % 1-29 min exercise per week,Female: % 30-149 min exercise per week,Female: % 150+ min exercise per week,Male: % 1-29 min exercise per week,Male: % 30-149 min exercise per week,Male: % 150+ min exercise per week,All: % not club members,All: % club members,Female: % not club members,Female: % club members,Male: % not club members,Male: % club members
E06000001,Hartlepool,19.1,9.9,12.3,17.3,21.7,19.7,96.5,1.7,0.5,0.7,0.6,18.7,7.7,11.9,14.9,20.1,7.6,19.1,39.9,2.9,1.0,0.4,3.8,33.0,19.1,42.2,33.6,18.5,5.6,0.2,28.53,18.80,52.67,29.57,20.16,50.27,27.23,17.61,55.17,75.10,24.90,77.35,22.65,70.50,29.50
E06000002,Middlesbrough,20.8,11.8,14.3,17.6,18.6,16.8,82.4,10.5,2.7,2.1,2.4,19.0,7.8,10.6,13.9,20.9,7.0,20.8,37.4,3.0,1.8,1.0,5.5,30.4,20.8,42.2,33.8,17.9,5.8,0.2,27.22,20.00,52.78,26.09,24.10,49.81,28.34,15.32,56.34,72.65,27.35,66.93,33.07,79.19,20.81
E06000003,Redcar and Cleveland,17.7,8.9,11.3,16.7,22.1,23.3,97.7,0.8,0.2,0.9,0.4,18.1,8.0,11.5,15.6,20.5,8.5,17.7,39.8,2.6,1.0,0.4,3.3,35.4,17.7,44.1,34.2,16.7,4.8,0.2,21.05,15.46,63.49,20.88,21.27,57.84,20.55,9.96,69.49,74.61,25.39,73.49,26.51,75.68,24.32
E06000004,Stockton-on-Tees,19.6,9.1,12.7,18.9,20.7,18.9,92.0,4.6,1.1,1.4,0.8,15.0,7.8,11.7,14.8,23.7,7.4,19.6,42.8,2.6,1.2,0.4,3.5,29.9,19.6,48.4,32.5,15.1,4.0,0.2,19.69,19.13,61.18,19.11,18.10,62.79,20.00,20.18,59.82,72.62,27.38,69.61,30.39,76.03,23.97
E06000005,Darlington,18.3,9.2,12.4,18.7,21.0,20.4,94.4,2.8,0.7,1.4,0.9,15.7,7.7,11.8,15.0,23.7,7.9,18.3,44.6,2.5,1.1,0.3,3.0,30.2,18.3,48.6,33.5,14.2,3.6,0.2,21.26,16.67,62.07,22.56,19.66,57.78,19.60,13.29,67.12,76.93,23.07,81.81,18.19,70.56,29.44
E06000006,Halton,19.1,9.5,12.8,19.4,20.6,18.6,96.5,1.1,0.4,1.4,0.6,17.0,9.6,13.5,14.8,19.4,6.5,19.1,44.6,2.2,1.1,0.4,3.1,29.6,19.1,43.2,33.5,17.6,5.5,0.2,23.99,18.46,57.56,24.62,19.27,56.11,23.26,17.66,59.08,76.73,23.27,81.02,18.98,71.07,28.93
E06000007,Warrington,18.1,9.1,12.5,20.0,21.2,19.0,93.5,3.3,0.7,1.6,0.9,13.5,8.2,12.1,14.1,27.0,7.0,18.1,47.7,1.9,1.2,0.4,3.0,27.7,18.1,51.9,32.1,12.8,3.1,0.1,19.24,16.03,64.73,18.14,20.20,61.66,19.80,11.61,68.59,66.68,33.32,72.04,27.96,62.56,37.44
E06000008,Blackburn with Darwen,22.8,11.7,13.4,19.8,17.9,14.5,60.4,35.7,0.9,1.7,1.4,18.7,8.4,10.7,12.2,20.7,6.6,22.8,39.8,2.5,1.3,0.5,5.0,28.2,22.8,41.2,34.0,18.2,6.3,0.3,29.49,18.52,51.99,28.37,19.80,51.82,30.74,17.11,52.15,74.48,25.52,78.07,21.93,70.17,29.83
E06000009,Blackpool,17.5,9.4,12.8,17.6,21.9,20.7,94.7,2.6,0.5,1.6,0.6,20.3,9.7,12.4,13.7,18.6,7.8,17.5,40.8,3.1,1.3,0.4,2.9,33.9,17.5,38.2,35.1,19.7,6.5,0.5,24.38,18.49,57.14,23.78,18.78,57.45,24.30,18.56,57.14,80.41,19.59,79.34,20.66,81.37,18.63
E06000010,Kingston upon Hull,19.9,11.9,15.4,19.0,18.5,15.3,91.8,2.8,1.9,1.7,1.8,20.2,9.0,11.3,14.0,17.4,8.1,19.9,42.7,3.3,1.4,0.6,4.8,27.3,19.9,41.2,34.1,18.9,5.6,0.3,25.13,17.07,57.80,25.05,16.75,58.20,24.30,17.81,57.89,77.82,22.18,83.54,16.46,71.82,28.18
E06000011,East Riding of Yorkshire,15.8,8.1,10.2,16.8,22.7,26.4,97.4,1.1,0.3,0.9,0.4,15.3,8.5,11.9,14.5,25.7,8.4,15.8,44.6,1.7,1.0,0.3,2.7,33.9,15.8,51.1,34.0,12.4,2.3,0.1,18.24,18.24,63.52,17.30,19.18,63.52,19.25,17.23,63.52,68.88,31.12,72.42,27.58,65.31,34.69
E06000012,North East Lincolnshire,18.8,9.2,12.6,17.4,21.1,20.9,96.2,1.6,0.5,1.0,0.7,19.7,9.9,13.1,13.3,17.5,7.7,18.8,42.8,2.3,1.1,0.4,2.9,31.8,18.8,44.0,34.6,16.6,4.6,0.2,24.42,16.50,59.08,24.43,17.08,58.49,24.20,15.84,59.96,78.83,21.17,83.98,16.02,73.15,26.85
E06000013,North Lincolnshire,17.8,8.9,12.0,17.6,21.8,22.0,94.3,3.3,0.5,1.1,0.8,18.0,9.6,12.4,14.1,19.7,8.4,17.8,43.8,2.1,1.1,0.4,2.8,32.0,17.8,46.1,35.0,15.2,3.5,0.1,21.01,24.96,54.03,23.28,22.81,53.91,18.11,27.43,54.46,73.62,26.38,77.57,22.43,68.78,31.22
E06000014,York,15.2,16.6,12.7,17.9,18.5,19.1,92.8,3.8,0.7,1.8,1.0,11.3,6.3,9.6,18.4,32.9,6.2,15.2,44.5,1.5,2.9,1.0,9.5,25.5,15.2,53.9,32.7,11.1,2.2,0.1,15.92,12.30,71.78,18.23,14.26,67.51,13.34,10.27,76.38,63.42,36.58,67.00,33.00,58.72,41.28
E06000015,Derby,20.0,12.2,14.1,19.6,17.9,16.4,73.8,15.6,4.0,3.7,2.9,16.1,8.3,10.6,13.9,23.8,7.4,20.0,42.6,2.5,1.9,0.6,4.9,27.5,20.0,45.6,33.8,15.7,4.6,0.3,23.26,14.85,61.89,22.68,16.97,60.35,24.18,11.83,63.99,72.32,27.68,76.81,23.19,66.79,33.21
E06000016,Leicester,21.0,16.2,14.9,20.2,15.9,11.8,40.9,43.4,7.8,3.8,4.1,21.1,8.5,9.2,12.7,21.1,6.4,21.0,39.8,2.8,2.3,1.2,8.6,24.3,21.0,38.8,35.8,18.9,6.0,0.5,24.92,19.89,55.20,22.72,24.44,52.83,26.85,15.91,57.24,72.78,27.22,79.82,20.18,66.91,33.09
E06000017,Rutland,16.4,9.8,10.5,17.1,20.9,25.3,94.8,1.5,1.3,1.8,0.5,10.9,7.2,12.9,14.2,31.7,6.7,16.4,44.9,1.4,0.9,0.2,4.0,32.2,16.4,58.0,31.7,9.2,1.2,0.0,15.92,15.68,68.40,17.78,16.42,65.81,13.86,14.86,71.28,67.14,32.86,69.90,30.10,65.04,34.96
E06000018,Nottingham,18.3,22.2,15.0,17.7,15.1,11.7,65.9,14.9,10.0,5.9,3.3,15.9,7.1,9.2,20.5,23.4,5.5,18.3,36.9,2.8,2.9,1.6,14.6,22.9,18.3,41.6,34.4,18.1,5.6,0.3,21.15,17.36,61.48,23.01,19.31,57.68,19.12,15.34,65.54,64.74,35.26,66.66,33.34,63.31,36.69
E06000019,Herefordshire,16.0,8.2,10.8,16.7,22.4,25.9,96.9,1.2,0.3,1.1,0.5,15.1,8.0,11.9,14.2,27.5,7.3,16.0,46.4,1.7,0.9,0.2,2.7,32.1,16.0,49.4,34.6,13.0,2.8,0.2,16.14,15.35,68.51,16.67,15.55,67.78,15.12,15.18,69.70,71.11,28.89,70.82,29.18,71.32,28.68
E06000020,Telford and Wrekin,19.9,10.5,13.2,19.1,19.7,17.6,88.2,5.4,2.9,2.6,0.9,16.0,9.0,12.5,15.0,20.9,6.7,19.9,45.0,2.2,1.1,0.4,3.8,27.6,19.9,46.0,33.9,15.9,4.1,0.2,21.93,19.04,59.02,22.61,22.24,55.15,21.26,15.47,63.26,73.08,26.92,74.54,25.46,71.29,28.71
E06000021,Stoke-on-Trent,20.3,11.2,14.0,18.8,18.5,17.1,83.5,9.9,2.7,2.3,1.7,20.7,8.7,11.8,13.4,17.4,7.7,20.3,42.1,2.3,1.5,0.6,4.4,28.9,20.3,41.1,34.9,18.2,5.5,0.2,28.72,19.89,51.39,31.99,18.65,49.36,25.02,21.23,53.74,69.85,30.15,81.01,18.99,60.86,39.14
E06000022,Bath and North East Somerset,16.4,16.2,12.0,17.3,18.8,19.4,92.2,3.3,1.0,2.7,0.8,10.2,6.2,9.9,18.3,33.2,5.8,16.4,44.2,1.6,2.2,0.8,9.5,25.3,16.4,54.1,32.2,11.3,2.3,0.1,15.17,14.27,70.55,15.39,16.21,68.40,14.70,11.57,73.73,59.53,40.47,65.33,34.67,56.61,43.39
E06000023,Bristol,17.5,15.4,18.7,20.3,15.2,12.9,81.1,6.6,5.9,4.5,1.9,12.0,6.2,8.8,15.7,34.7,5.0,17.5,48.2,2.1,2.3,0.9,8.1,20.9,17.5,50.2,31.8,13.8,3.9,0.3,14.29,13.85,71.86,15.93,14.78,69.28,12.56,13.03,74.41,59.21,40.79,61.25,38.75,56.78,43.22
E06000024,North Somerset,17.6,8.4,10.7,18.7,20.7,23.9,95.7,1.5,0.5,1.7,0.6,12.3,7.9,12.2,14.9,27.9,7.1,17.6,46.2,1.5,1.2,0.3,2.8,30.3,17.6,51.5,33.5,12.1,2.7,0.2,15.86,16.64,67.50,16.52,17.05,66.43,15.15,16.05,68.80,73.05,26.95,78.98,21.02,68.04,31.96
E06000025,South Gloucestershire,18.3,10.7,13.7,19.2,19.4,18.7,91.2,3.8,1.6,2.5,0.9,11.6,8.3,11.7,16.0,26.9,7.2,18.3,49.4,1.5,1.5,0.5,3.9,25.0,18.3,53.9,32.7,11.1,2.1,0.1,17.26,18.66,64.08,18.49,19.27,62.24,15.34,18.29,66.37,65.04,34.96,61.82,38.18,68.38,31.62
E06000026,Plymouth,17.4,13.0,13.7,18.4,19.0,18.5,94.0,2.2,1.1,1.8,1.0,14.3,8.1,11.6,17.9,22.7,8.0,17.4,43.8,2.0,1.9,0.7,5.9,28.3,17.4,45.5,34.0,15.9,4.4,0.2,18.68,17.80,63.51,22.04,18.05,59.91,14.67,17.59,67.74,72.31,27.69,70.66,29.34,74.33,25.67
E06000027,Torbay,16.0,8.3,10.6,16.3,22.1,26.7,96.1,1.6,0.3,1.5,0.4,16.6,9.8,13.0,14.5,21.3,8.8,16.0,41.4,2.2,0.9,0.3,2.8,36.5,16.0,42.1,35.9,16.9,4.7,0.4,19.10,14.75,66.14,19.05,18.63,62.32,18.66,10.70,70.65,74.90,25.10,77.47,22.53,71.83,28.17
E06000030,Swindon,19.8,9.3,14.0,21.4,19.7,15.9,81.5,11.6,2.6,2.8,1.5,13.9,10.4,13.0,13.1,22.4,7.4,19.8,49.5,2.2,1.0,0.4,2.9,24.2,19.8,49.3,33.8,13.4,3.3,0.2,18.31,15.73,65.96,19.25,17.37,63.38,17.45,14.39,68.17,69.02,30.98,70.24,29.76,67.92,32.08
E06000031,Peterborough,22.3,10.0,15.1,21.5,16.9,14.2,75.4,14.3,4.1,3.5,2.7,17.4,9.6,11.2,11.9,20.4,7.2,22.3,45.7,2.5,1.1,0.4,3.4,24.6,22.3,45.0,34.9,15.5,4.2,0.3,27.11,16.22,56.67,25.68,19.52,54.80,28.71,12.98,58.30,67.20,32.80,77.50,22.50,60.01,39.99
E06000032,Luton,23.3,12.2,15.3,21.4,16.1,11.7,45.2,37.0,10.1,4.3,3.5,17.5,8.7,9.7,11.0,22.9,6.8,23.3,41.5,3.3,2.3,0.8,5.2,23.6,23.3,41.3,36.4,17.1,4.7,0.4,30.23,17.77,52.00,31.46,19.73,48.81,29.23,16.42,54.34,73.38,26.62,80.36,19.64,66.17,33.83
E06000033,Southend-on-Sea,19.0,9.2,12.8,20.3,19.6,19.1,87.5,5.5,2.9,3.1,1.1,16.0,9.7,12.8,14.0,22.0,6.5,19.0,45.1,2.6,1.0,0.3,3.2,28.8,19.0,45.6,34.5,15.3,4.2,0.4,21.62,15.16,63.22,19.52,18.36,62.12,23.96,11.55,64.49,72.67,27.33,77.75,22.25,67.61,32.39
E06000034,Thurrock,22.5,10.0,14.7,21.6,17.6,13.6,76.7,6.9,11.9,3.0,1.5,16.7,9.5,12.1,12.6,20.3,6.3,22.5,47.4,2.5,1.5,0.4,3.5,22.2,22.5,45.7,34.9,15.4,3.8,0.3,27.84,22.00,50.16,28.98,19.25,51.77,26.69,25.27,48.04,76.74,23.26,77.06,22.94,76.04,23.96
E06000035,Medway,20.4,10.3,13.8,19.9,19.2,16.5,84.3,5.9,5.6,2.8,1.4,15.4,9.6,12.7,14.3,20.4,7.2,20.4,46.3,2.4,1.1,0.4,3.7,25.7,20.4,46.5,34.5,14.8,3.9,0.4,20.99,20.93,58.08,21.76,21.82,56.41,19.82,20.28,59.89,70.92,29.08,76.52,23.48,64.72,35.28
E06000036,Bracknell Forest,19.8,9.5,14.1,22.0,19.5,15.1,86.1,7.1,2.4,3.1,1.3,10.6,8.5,12.0,14.3,28.6,6.3,19.8,52.3,2.1,1.0,0.3,3.1,21.4,19.8,56.4,31.1,10.2,2.1,0.2,13.92,17.22,68.86,16.88,17.32,65.80,10.35,17.13,72.52,61.28,38.72,63.41,36.59,59.02,40.98
E06000037,West Berkshire,19.0,8.9,11.3,19.9,21.3,19.5,91.9,3.7,1.3,2.4,0.7,11.4,8.0,11.7,13.7,30.0,6.1,19.0,50.0,1.7,1.0,0.3,3.0,25.1,19.0,56.0,31.6,10.2,2.0,0.1,13.77,18.19,68.04,16.33,20.72,62.96,11.33,15.79,72.88,64.23,35.77,70.52,29.48,57.79,42.21
E06000038,Reading,18.9,13.7,17.3,22.2,15.9,12.0,67.1,17.7,7.2,5.1,2.9,12.8,7.4,8.6,13.6,32.8,5.8,18.9,49.0,2.6,2.0,0.7,6.7,20.1,18.9,51.2,32.2,12.8,3.5,0.3,14.71,15.15,70.14,15.78,15.79,68.43,13.49,14.53,71.98,66.16,33.84,62.29,37.71,69.74,30.26
E06000039,Slough,25.0,10.5,14.8,24.8,15.3,9.7,36.0,46.7,7.6,4.0,5.7,15.1,8.1,9.0,10.2,26.1,6.5,25.0,45.1,3.3,1.4,0.5,4.6,20.1,25.0,42.3,36.6,16.4,4.4,0.3,28.49,17.38,54.13,30.19,19.15,50.65,26.49,15.85,57.66,69.08,30.92,76.98,23.02,62.04,37.96
E06000040,Windsor and Maidenhead,19.4,8.9,11.3,21.5,20.4,18.5,79.8,13.1,1.5,3.4,2.1,10.1,6.6,10.4,11.9,36.2,5.3,19.4,48.8,2.2,0.9,0.3,3.9,24.5,19.4,59.0,29.8,9.4,1.8,0.1,16.27,15.64,68.09,15.61,15.95,68.45,16.97,15.38,67.65,62.43,37.57,61.64,38.36,62.94,37.06
E06000041,Wokingham,20.7,9.1,11.3,22.3,19.3,17.2,79.9,12.9,2.4,3.1,1.6,8.3,6.4,10.0,13.0,36.6,5.0,20.7,49.3,1.7,1.1,0.4,3.8,23.0,20.7,61.5,29.2,8.0,1.3,0.1,12.02,16.77,71.21,13.54,16.24,70.22,10.76,17.36,71.88,57.11,42.89,60.16,39.84,54.41,45.59
E06000042,Milton Keynes,21.7,9.7,14.3,22.9,17.7,13.8,71.8,12.4,9.7,4.1,2.0,12.4,8.5,11.2,12.3,28.1,5.9,21.7,48.4,2.5,1.6,0.4,3.6,21.9,21.7,51.3,32.5,12.8,3.2,0.2,18.68,15.99,65.33,16.77,17.79,65.44,20.80,13.95,65.25,59.32,40.68,55.85,44.15,62.60,37.40
E06000043,Brighton and Hove,15.1,15.5,15.0,21.3,19.1,14.1,85.4,4.8,2.0,4.8,3.1,10.5,6.0,9.0,16.7,37.8,4.8,15.1,47.8,2.7,2.5,1.3,8.4,22.4,15.1,47.9,33.0,14.4,4.3,0.5,14.34,13.45,72.21,15.19,15.06,69.75,13.33,11.64,75.03,70.25,29.75,68.46,31.54,72.31,27.69
E06000044,Portsmouth,17.9,15.6,15.1,19.0,17.6,14.8,85.2,6.9,3.4,2.6,1.8,14.3,7.9,10.8,17.9,24.6,6.6,17.9,44.5,2.4,2.5,1.2,7.6,23.8,17.9,47.2,33.4,15.0,4.1,0.3,14.25,18.35,67.41,14.90,19.88,65.23,13.33,16.71,69.96,70.02,29.98,70.69,29.31,69.37,30.63
E06000045,Southampton,17.9,16.2,16.4,19.8,15.9,13.8,80.7,10.6,3.0,3.3,2.3,14.2,7.8,10.3,16.9,26.0,6.9,17.9,45.1,2.4,2.4,0.9,8.7,22.5,17.9,45.4,34.3,15.5,4.5,0.4,19.83,18.44,61.73,19.25,21.72,59.03,19.72,15.65,64.63,66.26,33.74,75.25,24.75,56.25,43.75
E06000046,Isle of Wight,14.9,7.8,9.9,15.5,22.7,29.2,97.0,1.2,0.3,1.2,0.3,15.7,9.5,12.5,15.3,23.3,8.9,14.9,40.5,2.2,0.8,0.2,2.6,38.8,14.9,44.1,36.2,15.5,3.8,0.3,17.47,15.17,67.36,17.54,17.58,64.88,17.01,11.60,71.38,72.66,27.34,76.08,23.92,68.46,31.54
E06000047,County Durham,16.9,11.3,11.5,17.5,21.6,21.3,96.8,1.5,0.3,0.9,0.4,17.4,7.9,11.8,16.6,22.2,7.2,16.9,41.4,2.1,1.2,0.4,5.4,32.6,16.9,44.5,33.7,17.0,4.7,0.1,22.51,15.33,62.16,22.82,18.56,58.62,22.30,12.25,65.45,72.30,27.70,76.89,23.11,67.88,32.12
E06000049,Cheshire East,17.4,8.3,11.6,18.8,21.7,22.4,94.4,2.4,0.6,1.8,0.8,12.4,7.2,11.3,13.9,31.0,6.8,17.4,47.2,1.7,1.0,0.2,2.9,29.5,17.4,54.8,31.6,11.2,2.3,0.1,15.19,14.64,70.17,16.74,13.91,69.35,13.17,15.41,71.43,59.10,40.90,62.25,37.75,56.10,43.90
E06000050,Cheshire West and Chester,17.3,9.6,12.2,18.5,21.1,21.2,95.3,2.0,0.6,1.5,0.6,13.1,7.7,11.3,14.7,29.5,6.4,17.3,46.0,1.9,1.3,0.4,3.7,29.4,17.3,52.0,32.1,12.6,3.0,0.2,15.16,15.05,69.80,16.22,16.63,67.15,14.44,13.62,71.94,71.74,28.26,73.43,26.57,69.33,30.67
E06000051,Shropshire,15.9,8.8,10.8,16.7,22.5,25.4,96.7,1.3,0.3,1.2,0.4,14.1,8.1,12.6,14.7,27.3,7.3,15.9,46.1,1.8,1.0,0.2,3.0,32.0,15.9,50.8,34.0,12.4,2.6,0.1,19.19,14.86,65.95,19.59,14.91,65.50,18.10,14.72,67.17,71.23,28.77,71.89,28.11,70.23,29.77
E06000052,Cornwall,16.3,9.1,10.5,17.0,21.8,25.3,96.8,0.7,0.2,1.2,1.1,13.7,8.4,12.7,15.8,25.6,7.6,16.3,43.5,1.8,1.1,0.4,3.5,33.4,16.3,46.1,35.5,14.6,3.5,0.3,13.78,15.78,70.44,12.94,15.76,71.29,14.31,15.36,70.32,75.93,24.07,75.78,24.22,76.14,23.86
E06000053,Isles of Scilly,15.8,5.3,10.5,18.4,21.9,28.2,97.5,0.3,0.2,1.1,0.9,10.4,5.8,13.2,16.6,31.9,6.3,15.8,53.7,0.7,0.5,0.0,1.0,28.3,15.8,50.7,35.8,11.3,2.2,0.0,,,,,,,,,,,,,,,
E06000054,Wiltshire,17.9,9.0,11.7,18.3,21.3,21.9,94.3,2.1,1.1,1.7,0.7,11.8,8.4,12.3,15.0,28.1,6.6,17.9,48.5,1.6,1.0,0.3,2.7,28.0,17.9,53.4,33.0,11.3,2.3,0.1,13.86,14.15,71.98,14.56,15.65,69.79,12.81,12.73,74.45,63.52,36.48,67.36,32.64,59.37,40.63
E06000055,Bedford,20.0,9.8,13.7,20.8,18.9,16.7,75.7,12.6,5.3,4.6,1.8,13.4,8.3,10.8,12.9,27.8,6.8,20.0,47.7,2.3,1.3,0.4,3.4,24.8,20.0,51.6,32.7,12.4,3.0,0.3,16.61,16.51,66.88,17.26,18.30,64.44,15.33,14.39,70.28,64.87,35.13,71.19,28.81,57.85,42.15
E06000056,Central Bedfordshire,19.5,8.7,13.3,20.3,20.2,18.0,90.2,3.5,2.4,3.0,0.8,12.1,8.4,11.9,14.6,26.7,6.7,19.5,50.2,1.7,1.1,0.4,2.8,24.2,19.5,54.8,32.2,10.7,2.2,0.1,17.76,14.74,67.50,17.32,16.60,66.08,18.02,12.91,69.07,63.49,36.51,65.13,34.87,61.76,38.24
E06000057,Northumberland,16.1,8.2,10.3,17.0,23.0,25.4,97.6,1.1,0.2,0.8,0.3,15.0,8.1,12.1,14.9,25.8,7.9,16.1,43.1,2.2,0.8,0.2,2.6,34.9,16.1,48.5,34.0,14.0,3.4,0.1,17.68,17.97,64.35,17.71,21.72,60.57,17.67,13.44,68.89,71.70,28.30,75.24,24.76,68.12,31.88
E06000058,Bournemouth; Christchurch and Poole,16.3,11.3,12.5,19.1,19.2,21.6,91.3,3.4,1.1,2.8,1.5,13.3,8.3,11.8,15.9,26.8,7.5,16.3,44.8,2.1,1.6,0.7,5.1,29.3,16.3,48.3,34.0,13.9,3.4,0.3,17.68,16.41,65.91,18.73,20.60,60.67,16.47,11.64,71.88,66.29,33.71,64.90,35.10,67.47,32.53
E06000059,Dorset,15.2,8.0,9.2,15.5,22.5,29.6,97.1,1.1,0.3,1.2,0.4,13.4,8.8,12.7,15.0,26.7,8.2,15.2,43.3,1.6,0.9,0.3,2.6,36.2,15.2,49.9,35.0,12.5,2.4,0.2,14.73,16.54,68.73,12.92,17.91,69.17,16.15,15.26,68.59,73.88,26.12,76.89,23.11,70.42,29.58
E06000060,Buckinghamshire,19.8,9.0,11.6,20.4,20.4,18.8,79.9,12.4,2.6,3.5,1.6,11.0,7.1,10.8,12.6,32.9,5.8,19.8,48.4,1.9,1.0,0.3,3.5,25.0,19.8,57.2,31.0,9.8,1.9,0.1,11.72,16.89,71.38,12.44,18.99,68.57,10.97,14.79,74.24,65.03,34.97,67.57,32.43,62.50,37.50
E06000061,North Northamptonshire,19.6,9.2,13.1,19.9,20.0,18.2,90.3,3.5,3.1,2.3,0.8,16.0,9.6,12.4,13.4,21.5,7.5,19.6,48.6,1.8,1.2,0.4,2.8,25.8,19.6,48.8,34.0,13.7,3.3,0.2,21.07,19.12,59.81,21.67,20.48,57.86,19.85,17.94,62.21,74.63,25.37,74.83,25.17,74.22,25.78
